Título,Precio,M2,Habitaciones,Baños,Parking,Link
Casa  proyecto de construcción en Vallvidrera - Tibidabo - Les Planes Barcelona,1.400.000 €,350,4,3,Sin plaza parking,
Piso moderno y amplio con 2 balcones en Dreta de l´Eixample Barcelona,627.000 €,101,3,2,Sin plaza parking,
Piso  en calle portugal en La Sagrera Barcelona,248.000 €,65,3,1,Sin plaza parking,
Piso oportunidad unica en la zona en La Bordeta Barcelona,199.000 €,60,2,1,Sin plaza parking,
"Piso  en venta, con ascensor en Bon Pastor Barcelona",182.000 €,67,3,1,,
Piso en Baix Guinardó Barcelona,385.000 €,80,3,1,,
Apartamento en Hostafrancs Barcelona,260.000 €,75,3,2,Sin plaza parking,
Piso excelente oportunidad en Besòs - Maresme Barcelona,100.000 €,52,3,1,Sin plaza parking,
Piso completamente reformado en La Bordeta Barcelona,199.000 €,60,2,1,Sin plaza parking,
Piso sant gervasio-regàs en Sant Gervasi - Galvany Barcelona,650.000 €,94,3,2,Sin plaza parking,
Apartamento 88m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,565.000 €,88,2,2,,
Apartamento 65m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,334.000 €,65,1,1,,
Piso  reformado en La Verneda - La Pau Barcelona,313.000 €,101,3,2,Sin plaza parking,
Ático 151m en avinguda eduard maristany obra nueva en Besòs - Maresme Barcelona,833.900 €,151,4,2,,
Apartamento 110m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,615.000 €,110,2,2,,
Loft 102m en carrer nicaragua obra nueva en Les Corts Barcelona,649.000 €,102,2,2,,
Apartamento 150m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,795.000 €,150,2,2,,
Ático en Trinitat Vella Barcelona,95.000 €,2,1,,Sin plaza parking,
Piso  en venta - la dreta de l´eixample en Esquerra Alta de l´Eixample Barcelona,862.500 €,109,3,2,Sin plaza parking,
Piso en c/ rosellon nº 176 piso en venta en la nova esquerra de l´eixample en Barcelona,598.000 €,125,5,1,Sin plaza parking,
Piso en Vallcarca - Penitents Barcelona,230.000 €,80,3,1,Sin plaza parking,
Piso en carrer cortit promoción viu masadas en La Sagrera Barcelona,457.000 €,104,3,2,Plaza parking ,
Piso oportunidad a actualizar en St. Pere - Sta. Caterina - El Born Barcelona,163.000 €,59,3,2,Sin plaza parking,
"Piso  alto, excelentes vistas en Sant Antoni Barcelona",550.000 €,121,4,2,Sin plaza parking,
Piso en carrer salou posibilidad 100% en Sants Barcelona,292.900 €,79,3,1,Sin plaza parking,
Piso  económico en la zona en Sant Andreu Barcelona,219.000 €,78,4,2,,
Apartamento 110m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,586.000 €,110,2,2,,
Loft 71m en carrer nicaragua obra nueva en Les Corts Barcelona,530.500 €,71,2,1,,
Piso en carrer capita arenas vivienda a estrenar en Barcelona,450.000 €,62,2,2,,
Piso en carrer rambla (la) piso 130m2 ramblas a reformar. en Barcelona,430.000 €,130,2,2,Sin plaza parking,
Piso  venta calle camelies en Baix Guinardó Barcelona,279.000 €,67,3,1,Sin plaza parking,
Ático atico en eixample derecho en Dreta de l´Eixample Barcelona,460.000 €,64,1,1,,
Apartamento 88m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,580.000 €,88,2,2,,
Piso en Esquerra Alta de l´Eixample Barcelona,545.000 €,140,4,2,Sin plaza parking,
Piso con terraza en Vila Olímpica Barcelona,605.000 €,110,2,2,Sin plaza parking,
Piso en Congrés - Indians Barcelona,278.500 €,101,4,1,,
Piso en Sagrada Família Barcelona,227.000 €,53,1,1,,
Piso oferta de 10.000€ este mes en Font d´en Fargas Barcelona,370.000 €,83,2,2,Plaza parking ,
Piso turo park - bori i fontesta en Sant Gervasi - Galvany Barcelona,725.000 €,132,3,2,Sin plaza parking,
Piso en Hostafrancs Barcelona,275.000 €,76,2,1,Sin plaza parking,
Piso  en venta - Pedralbes en Pedralbes Barcelona,718.500 €,129,3,2,Plaza parking ,
Piso en El Clot Barcelona,210.000 €,63,1,1,,
Piso  con 3 habitaciones en Sant Genís dels Agudells Barcelona,168.000 €,63,3,1,,
Piso en Baix Guinardó Barcelona,153.000 €,44,1,1,Sin plaza parking,
Piso listo para entrar a vivir en Provençals del Poblenou Barcelona,245.000 €,100,4,1,Sin plaza parking,
Piso bonito piso en el eixample en Esquerra Baixa de l´Eixample Barcelona,280.000 €,80,3,1,,
Apartamento 88m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,580.000 €,88,2,2,,
Ático en Diagonal Mar - La Mar Bella Barcelona,1.525.000 €,176,3,2,Plaza parking ,
Ático diseño único en Les Corts Barcelona,692.000 €,65,2,1,Sin plaza parking,
Piso oportunidad en Sagrada Família Barcelona,330.000 €,85,3,2,Sin plaza parking,
Apartamento 110m en carrer ramon turro obra nueva en Vila Olímpica Barcelona,605.000 €,110,2,2,,
Piso  nuevo con jardin sarria. en Sarrià Barcelona,590.000 €,71,2,2,,
Piso obra joven. en Sant Ramon - Maternitat Barcelona,240.000 €,55,1,1,Sin plaza parking,
Piso ideal inversion en Montbau Barcelona,182.000 €,81,3,1,Sin plaza parking,
Piso oportunidad! calidad precio en Roquetes Barcelona,107.000 €,50,3,1,Sin plaza parking,
Piso  reformado sagrada familia en Dreta de l´Eixample Barcelona,380.000 €,83,3,1,Sin plaza parking,
"Piso reformado, 3 habs, 2 bañ y sol. en Esquerra Alta de l´Eixample Barcelona",645.000 €,120,3,2,Sin plaza parking,
Estudio  en venta en entença en Esquerra Alta de l´Eixample Barcelona,98.000 €,32,1,1,,
Piso en Sant Martí Barcelona,300.000 €,78,3,1,Sin plaza parking,
Piso en Camp d´en Grassot - Gràcia N. Barcelona,235.000 €,60,1,3.917,Plaza parking ,
Piso en Porta Barcelona,149.000 €,57,3,1,,
Piso a reformar con terraza en Esquerra Baixa de l´Eixample Barcelona,450.000 €,112,3,2,Sin plaza parking,
Piso hermoso piso 74 m2 en maragall en Vilapicina - Torre Llobeta Barcelona,229.900 €,74,3,1,,
Piso  en venta - Raval en Raval Barcelona,129.000 €,45,2,1,,
Piso oportunidad por zona! en Sant Andreu Barcelona,184.000 €,71,3,1,Sin plaza parking,
Piso  en venta reformado en Dreta de l´Eixample Barcelona,330.000 €,80,2,2,,
Piso en Navas Barcelona,285.000 €,72,3,1,Sin plaza parking,
Piso  ideal en La Guineueta Barcelona,199.000 €,63,3,1,Sin plaza parking,
Piso en Sarrià Barcelona,610.000 €,130,4,2,Plaza parking ,
Piso en Vila de Gràcia Barcelona,595.000 €,91,3,2,Sin plaza parking,
Piso  en venta de 91 m2 en Baix Guinardó Barcelona,310.000 €,91,3,1,Sin plaza parking,
Planta baja en carrer finestrelles en Trinitat Vella Barcelona,105.000 €,60,3,1,Sin plaza parking,
Ático  calderon de la barca en Carmel Barcelona,149.500 €,70,2,2,Sin plaza parking,
Piso junto a plaza francesc macià en Esquerra Baixa de l´Eixample Barcelona,455.000 €,76,2,1,,
Piso  reformado en Fort Pienc en Fort Pienc Barcelona,450.000 €,92,3,2,Sin plaza parking,
Piso en Esquerra Alta de l´Eixample Barcelona,650.000 €,140,3,2,,
"Piso en Sants piso venta Sants, 250000€ en Sants Barcelona",250.000 €,48,2,1,Sin plaza parking,
Piso  con 3 habitaciones con ascensor y aire acondicionado en Barcelona,590.000 €,130,3,3,,
Piso en Poblenou Barcelona,179.000 €,46,3,1,Sin plaza parking,
Piso en Dreta de l´Eixample Barcelona,355.000 €,69,2,1,Sin plaza parking,
Piso el born en St. Pere - Sta. Caterina - El Born Barcelona,970.000 €,105,3,2,Sin plaza parking,
Ático Sant Antoni en Sant Antoni Barcelona,455.000 €,95,3,2,Sin plaza parking,
Piso en Esquerra Alta de l´Eixample Barcelona,340.000 €,80,3,2,Sin plaza parking,
Piso  en venta en la Dreta de l´Eixample en Dreta de l´Eixample Barcelona,480.000 €,56,1,1,Sin plaza parking,
Piso oportunidad piso sant marti en La Verneda - La Pau Barcelona,240.000 €,84,3,1,Sin plaza parking,
Piso  de 4 hab. en la c/madrazo en Sant Gervasi - Galvany Barcelona,690.000 €,128,4,2,Plaza parking ,
Piso en St. Pere - Sta. Caterina - El Born Barcelona,215.500 €,61,1,1,,
Piso en St. Pere - Sta. Caterina - El Born Barcelona,298.000 €,70,2,1,Sin plaza parking,
Piso para entrar a vivir en Carmel Barcelona,145.000 €,70,3,1,Sin plaza parking,
Ático fantástica terraza!!! en Esquerra Baixa de l´Eixample Barcelona,800.000 €,125,4,2,,
Piso en Camp de l´Arpa Barcelona,199.000 €,70,4,1,,
Piso se vende piso en guinardo en Guinardó Barcelona,485.000 €,163,4,2,,
Loft 73m en carrer nicaragua obra nueva en Les Corts Barcelona,717.000 €,73,2,1,,
Dúplex en Glòries El Parc Barcelona,450.000 €,103,3,2,Plaza parking ,
Piso en Poblenou Barcelona,480.000 €,229,3,2,Sin plaza parking,
Piso en carrer torrent de l´olla piso alto y luminoso 75m2 en Barcelona,375.000 €,75,3,2,Sin plaza parking,
Piso en c/ corcega nº 327 piso en venta en la nova esquerra de l´eixample en Barcelona,1.080.000 €,190,3,2,Sin plaza parking,
Piso en c/ mestre nicolau nº 7 piso en venta en sant gervasi-galvany con terraza y parking en Barcelona,1.325.000 €,207,4,3,Plaza parking ,
"Piso  con 3 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",170.000 €,60,3,1,,
"Piso  cardenal reig 80m2, 3 dormi en Sant Ramon - Maternitat Barcelona",324.900 €,80,3,1,Sin plaza parking,
Piso en c/ padilla nº 277 piso en venta en la dreta de l´eixample en Barcelona,400.000 €,145,5,2,Sin plaza parking,
Piso con terraza de 18m² en Esquerra Baixa de l´Eixample Barcelona,795.000 €,170,4,2,Plaza parking ,
Piso junto paseo st joan. en Vila de Gràcia Barcelona,628.000 €,123,4,2,Plaza parking ,
"Piso  en venta en plaça de lesseps, el putget i el farró en Barcelona",390.000 €,98,4,2,Sin plaza parking,
Piso en c/ enric granados nº 153 piso en venta en la dreta de l´eixample en Barcelona,815.000 €,133,3,2,Sin plaza parking,
Piso en Esquerra Alta de l´Eixample Barcelona,376.500 €,56,1,1,,
Piso  venta calle diputació en Esquerra Baixa de l´Eixample Barcelona,570.000 €,117,2,2,Sin plaza parking,
Piso en c/ pardo nº 30 piso en venta en el turó de la peira-can peguera en Barcelona,230.000 €,65,3,1,Sin plaza parking,
"Piso orientación collserola, 3habit. en Vall d´Hebron Barcelona",225.000 €,68,3,1,Sin plaza parking,
Piso en Sagrada Família Barcelona,404.500 €,100,4,2,Sin plaza parking,
Piso obra nueva av. frederic rahola en Font d´en Fargas Barcelona,370.000 €,70,2,2,Plaza parking ,
"Ático en carrer de mallorca 423 ático con 4 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",849.000 €,189,4,2,,
Ático  dúplex en venta en galvany en Sant Gervasi - Galvany Barcelona,1.150.000 €,207,5,4,,
Piso entresuelo esquinero mucha luz en Esquerra Alta de l´Eixample Barcelona,320.000 €,82,4,1,,
Piso l´antiga esquerra de l´eixample en Esquerra Baixa de l´Eixample Barcelona,1.200.000 €,108,2,3,Sin plaza parking,
Piso precioso piso a 5 min ramblas en Raval Barcelona,435.000 €,100,2,2,,
Piso 101m obra nueva en El Clot Barcelona,453.000 €,101,3,2,,
Piso en Fort Pienc Barcelona,335.000 €,77,4,2,Sin plaza parking,
Piso  totalmente exterior de 2hab en Poble Sec Barcelona,240.000 €,58,2,1,Sin plaza parking,
Piso  en venta - el barri gòtic en St. Pere - Sta. Caterina - El Born Barcelona,498.500 €,100,3,2,Sin plaza parking,
Piso  reformado muy cercano a la ronda de sant antoni en Barcelona,197.500 €,49,1,1,Sin plaza parking,
Piso 63m en carrer varsovia obra nueva en Guinardó Barcelona,330.000 €,63,2,1,,
Piso  junto mercat Sant Antoni en Sant Antoni Barcelona,445.000 €,169,3,2,,
Piso precioso piso en el born en Gòtic Barcelona,295.000 €,89,4,1,Sin plaza parking,
Piso a pocos metros de sants estacio en Esquerra Alta de l´Eixample Barcelona,495.000 €,124,4,2,Sin plaza parking,
Planta baja en cerca de paseo maragall con gran terraza comunitaria en Barcelona,200.000 €,73,2,1,Sin plaza parking,
Piso en Fort Pienc Barcelona,340.000 €,60,1,1,,
Piso totalmente reformado en Sagrada Família Barcelona,349.000 €,90,3,2,Sin plaza parking,
"Piso  con 3 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",465.000 €,115,3,2,,
Piso  de 200 mt en eixample con m en Esquerra Alta de l´Eixample Barcelona,995.000 €,202,5,2,,
Piso gran oportunidad en Badal Barcelona,270.000 €,77,3,3.506,Sin plaza parking,
Piso en Roquetes Barcelona,125.000 €,63,3,1,Sin plaza parking,
Loft lof en zona alta de gracia en La Salut Barcelona,430.000 €,171,1,1,,
Piso en Poblenou Barcelona,450.000 €,130,1,1,Plaza parking ,
Piso  en calle oblit en Guinardó Barcelona,178.000 €,52,3,1,Sin plaza parking,
Piso en av elies pagès - hosp. vall d´hebron en Sant Genís dels Agudells Barcelona,145.000 €,72,3,1,Sin plaza parking,
Piso en carrer lima en Bon Pastor Barcelona,175.000 €,82,3,1,Sin plaza parking,
Piso  venta calle sant lluís en Vila de Gràcia Barcelona,340.000 €,92,4,2,Sin plaza parking,
Piso sin gastos de agencia en Camp de l´Arpa Barcelona,271.000 €,75,3,1,Sin plaza parking,
Piso en Guinardó Barcelona,350.800 €,101,1,2,,
Piso oportunidad en ciutat vella. en Gòtic Barcelona,225.000 €,70,1,1,,
Piso exclusivo piso en el gotico en St. Pere - Sta. Caterina - El Born Barcelona,900.000 €,100,2,2,,
Piso en calle camèlies junto parc de les aigües en Barcelona,153.000 €,46,1,1,Sin plaza parking,
Piso reformado en Besòs - Maresme Barcelona,150.000 €,72,2,1,Sin plaza parking,
Piso  a reformar. en St. Pere - Sta. Caterina - El Born Barcelona,480.000 €,84,2,1,,
Piso  a reformar. en St. Pere - Sta. Caterina - El Born Barcelona,380.000 €,70,2,2,,
Piso  reformado! en Sagrada Família Barcelona,360.000 €,69,3,2,,
Piso  muy luminoso!!! en Torre Baró Barcelona,210.000 €,88,3,1,Sin plaza parking,
Piso magnífico piso en Canyelles Barcelona,260.000 €,88,3,1,Sin plaza parking,
Casa  adosada única en venta en el increíble barrio de poble nou. en Barcelona,1.099.000 €,211,3,3,Plaza parking ,
Piso  venta calle rocafort en Sant Antoni Barcelona,360.000 €,85,4,2,Sin plaza parking,
Piso  luminoso 22 @ en Glòries El Parc Barcelona,650.000 €,130,4,2,Sin plaza parking,
Piso en Sant Ramon - Maternitat Barcelona,480.000 €,113,3,2,,
Piso para entrar a vivir en Font d´en Fargas Barcelona,160.000 €,68,3,1,Sin plaza parking,
Piso en carrer beat almato parc de la creueta en El Coll Barcelona,175.000 €,59,3,1,Sin plaza parking,
Piso ascensor para entrar a vivir en Sant Andreu Barcelona,257.500 €,75,3,1,Sin plaza parking,
Piso  reformado a estrenar en Sant Ramon - Maternitat Barcelona,298.000 €,80,3,1,,
Piso en Sant Gervasi - Bonanova Barcelona,650.000 €,128,4,2,Sin plaza parking,
Piso precioso primero en sant martí en La Verneda - La Pau Barcelona,247.000 €,90,2,1,,
Piso excelente piso en el eixample en Dreta de l´Eixample Barcelona,499.000 €,117,4,2,Plaza parking ,
Piso buena ubicación y tranquilo en Fort Pienc Barcelona,255.000 €,70,3,1,Sin plaza parking,
Piso en Navas Barcelona,295.000 €,87,4,3,,
Piso  bajo exterior en Sants Barcelona,279.000 €,80,3,1,,
Piso pis de 3h en zona horta-Guinardó en Guinardó Barcelona,237.000 €,88,3,1,Sin plaza parking,
Piso balcón - exterior - muy luminoso en Verdun Barcelona,156.000 €,81,3,1,Sin plaza parking,
Piso en gran via corts catalanes eixample 5 dormitorios!!!! en Barcelona,571.500 €,160,5,2,Sin plaza parking,
Piso elegante y segregable en Tres Torres Barcelona,1.850.000 €,305,5,4,Plaza parking ,
Piso impecable reforma en Putget - Farró Barcelona,420.000 €,74,3,2,Sin plaza parking,
Piso atico con terraza sarria. en Sarrià Barcelona,780.000 €,100,3,2,,
"Piso  2 hab,junto parc ciutadella en St. Pere - Sta. Caterina - El Born Barcelona",265.000 €,65,2,1,Sin plaza parking,
Piso  con 4 habitaciones con ascensor en Vilapicina - Torre Llobeta Barcelona,200.000 €,77,4,1,,
Dúplex obra nueva con piscina comunit. en Font de la Guatlla Barcelona,698.000 €,110,2,3,Plaza parking ,
Piso  en venta en Guinardó Barcelona,297.000 €,82,4,1,Sin plaza parking,
Ático 151m en avinguda eduard maristany obra nueva en Besòs - Maresme Barcelona,833.900 €,151,4,2,,
Piso en c/ recesvint nº 40 piso en venta en baró de viver en Barcelona,389.000 €,112,3,2,Plaza parking ,
Piso excelente ubicacion en Dreta de l´Eixample Barcelona,550.000 €,120,2,2,Sin plaza parking,
Piso  en venta en La Marina-Montjuïc Barcelona,168.500 €,43,1,1,Sin plaza parking,
Piso  alto luminoso y con ascenso en Baix Guinardó Barcelona,290.000 €,93,3,1,Sin plaza parking,
Piso  en calle paris (sants) en Esquerra Alta de l´Eixample Barcelona,449.000 €,90,4,2,,
Casa estupenda casa con jardín en Sant Gervasi - Bonanova Barcelona,1.350.000 €,220,3,2,Plaza parking ,
Casa  reformada en Verdun en Verdun Barcelona,288.500 €,97,2,2,Sin plaza parking,
Casa  única en Sant Gervasi - Bonanova Barcelona,8.000.000 €,894,5,5,Plaza parking ,
Piso oportunidad en zona franca en La Marina-Port Barcelona,198.000 €,70,3,1,Sin plaza parking,
Piso  en venta - el poble-sec en Poble Sec Barcelona,231.000 €,57,4,1,Sin plaza parking,
Piso junto a mandri / patio / reformado en Sant Gervasi - Bonanova Barcelona,650.000 €,128,4,2,Sin plaza parking,
Piso gran oportunidad!! en Besòs - Maresme Barcelona,149.000 €,68,3,1,Sin plaza parking,
Piso 128m obra nueva en El Clot Barcelona,585.000 €,128,3,2,,
Piso en Navas Barcelona,330.000 €,80,3,1,Sin plaza parking,
Piso muntaner - gran via en Esquerra Alta de l´Eixample Barcelona,450.000 €,65,2,2,Sin plaza parking,
Piso planta baja con jardín y piscina privada en les Tres Torres en Barcelona,2.350.000 €,250,5,4,Plaza parking ,
Piso  alto y luminoso con vistas despejadas a reformar en eixample en Barcelona,349.000 €,96,3,2,Sin plaza parking,
Piso en Sant Martí Barcelona,309.500 €,101,4,2,Sin plaza parking,
Planta baja en Poblenou Barcelona,150.000 €,40,2,1,Sin plaza parking,
Piso  2 habitaciones en Carmel Barcelona,182.000 €,74,2,1,Sin plaza parking,
Piso el lujo del estilo en St. Pere - Sta. Caterina - El Born Barcelona,1.075.000 €,118,2,2,Sin plaza parking,
Piso el lujo del estilo en St. Pere - Sta. Caterina - El Born Barcelona,1.260.000 €,118,2,2,Sin plaza parking,
Piso gran oportunidad en Esquerra Alta de l´Eixample Barcelona,288.000 €,96,4,1,Sin plaza parking,
Piso el lujo del estilo en St. Pere - Sta. Caterina - El Born Barcelona,1.280.000 €,116,2,2,Sin plaza parking,
Piso el lujo del estilo en St. Pere - Sta. Caterina - El Born Barcelona,875.000 €,90,1,2,Sin plaza parking,
