	CODI_VIA	TIPUS_VIA	NOM_OFICIAL	NOM_CURT	DESCRIPCION	FECHA_APROBACION	NOMBRES_ANTERIORES	DISTRICTOS
2700	279101	C	Carrer de la Renaixença	Renaixença	Debe su nombre a Ribes de Freser, municipio del Ripollès.		Ribas; Ctra. de Ribas (un tram)	EIXAMPLE (02)
2701	279203	C	Carrer de Renart	Renart	Por la misma dedicación que la calle.		Ribas	NOU BARRIS (08) SANT ANDREU (09)
2702	279407	C	Carrer del Repartidor	Repartidor	Debe su nombre a Ribelles, pueblo del municipio de Bassegoda, La Garrotxa. Calle que pertenece al grupo de casas Ramon Albó, donde una gran mayoría de los viales están dedicados a lugares y pueblos de la provincia de Girona.	29/05/1945 ( )	Núm. 15	NOU BARRIS (08)
2703	279509	Pl	Plaça d'Angeleta Ferrer	Pl Angeleta Ferrer	El antiguo barrio de Barcelona, derribado parcialmente por orden de Felipe V para construir la Ciudadela.			CIUTAT VELLA (01)
2704	279600	Av	Avinguda de la República Argentina	Av Repúb Argentina	Ricard Canals i Llambí (Barcelona 1876 - 1931). Pintor. Autodidacta, compañero de Nonell, Pichot y Mir. Expuso en las principales ciudades de Europa y en Nueva York (1902).	10/10/1980 ( )		NOU BARRIS (08)
2705	279702	C	Carrer de Requesens	Requesens	Ricardo Calvo Agostí (Madrid 1875 - 1966). Actor castellano.	30/01/1954 ( )	Calvo, 05/09/1907; Quevedo, 29/03/1876	SARRIÀ-SANT GERVASI (05)
2706	279804	C	Carrer de la Residència	Residència	Miquel Ricart i Domènec, propietario de un terreno de tierra procedente del Camp de la Sínia. Lo sucedió su hijo Miquel Ricart i Catà.		Jaime Falva (2n tram); Águila	SANTS-MONTJUÏC (03)
2707	279906	C	Carrer de la Ginestera	Ginestera	Debe su nombre a Riells de Montseny (nombre oficial, Riells i Viabrea), municipio de La Selva. Calle que pertenece al grupo de casas Ramon Albó, donde una gran mayoría de los viales están dedicados a lugares y pueblos de la provincia de Girona.	29/05/1945 ( )	Núm. 7	NOU BARRIS (08)
2708	280100	C	Carrer de Reus	Reus	"Antigua riera que conducía las aguas de Valldonzella. Un documento del año 1498 habla de unas casas que confrontan ""con la calle que va a la muralla nueva por donde antiguamente pasaba la riera de Valldonzella""."		Riera Alta d'en Prim, abans de 1865	CIUTAT VELLA (01)
2709	280202	C	Carrer de Mossèn Amadeu Oller	Msèn Amadeu Oller	Continuación inferior de la Riera Alta.		Riera Baja; Riera Baja d'en Prim, abans de 1865	CIUTAT VELLA (01)
2710	280304	C	Carrer de Mossèn Josep Bundó	Mossèn Josep Bundó	"Antiguo topónimo relacionado con el de ""terrers blancs"", documentado en el año 986. La riera tiene su origen en el lugar de <i>Petras Albas</i>."			SANTS-MONTJUÏC (03) LES CORTS (04)
2711	280406	C	Carrer de Mossèn Quintí Mallofrè	Mossèn Q Mallofrè	Toma el nombre del antiguo municipio de San Juan de Horta, el cual atraviesa, se introduce hacia Sant Martí de Provençals por la Sagrera y corre paralelamente al río Besòs hasta desembocar en el mar.		Riera de Horta	NOU BARRIS (08) SANT ANDREU (09) SANT MARTÍ (10)
2712	280508	C	Carrer de Mossèn Epifani Lorda	Msèn Epifani Lorda	Toponímico. Antiguo arenal de un tramo de la riera de Collserola.		Riera de San Miguel	GRÀCIA (06)
2713	280552	C	Carrer de Mossèn Xiró	Mossèn Xiró	Engrosa las aguas del torrente de l'Olla.	11/07/1944 ( )	Vallcarca	GRÀCIA (06)
2714	280574	C	Carrer de Mossèn Masdexexart	Mossèn Masdexexart	La calle era antiguamente una torrentera.		Carrera de la Cadena, abans de 1616	CIUTAT VELLA (01)
2715	280600	Pl	Plaça del Rei	Pl Rei	Debe su nombre a Río de Janeiro, ciudad de Brasil y capital federal hasta 1960.	27/06/1973 ( )	Ramal superior de l'av. Meridiana	NOU BARRIS (08)
2716	280701	C	Carrer del Rei Martí	Rei Martí	Gran estuario de la América meridional en la costa atlántica.	28/01/1959 ( )	Río de la Plata	GRÀCIA (06)
2717	280803	C	Carrer d'Elisa Moragas i Badia	Elisa Moragas	"Río de Oro era una antigua colonia del Estado español en el África occidental. En el conocido mapa catalán del siglo XV, guardado en la Biblioteca Nacional de París, se lee el descubrimiento de Jaume Ferré: "" Partich l'uxer d'En Jac Ferrer per anar al Riu de l'Or el jorn de Sen Lorens que és a X de agost i fo en l'any MCCCXLVI"""	07/07/1942 ( )	Río de Oro; Pje. del Cadci	SARRIÀ-SANT GERVASI (05)
2718	280858	C	Carrer de la Belladona	Belladona	Antonio de los Ríos Rosas (Ronda 1812 - Madrid 1873). Político andaluz.	05/09/1907 ( )	Salud, abans de 1900	SARRIÀ-SANT GERVASI (05)
2719	280905	C	Carrer de Rialb	Rialb	Antigua familia catalana que dio importantes personajes. Entre otros: Jaume Ripoll i Vilamajor (Preixana, Urgell 1779 - Santa Eugènia de Berga, Osona 1841), eclesiástico y erudito; Antoni de Ripoll (siglo XVII), abogado, catedrático, juez general de Cataluña; Fray Francesc Ripoll (siglo XVII), teólogo, predicador general de Tierra Santa, etc.		Sellers (entre Corribia i Bou)	CIUTAT VELLA (01)
2720	281103	C	Carrer de la Ribagorça	Ribagorça	Comarca natural de Cataluña. Parece, no obstante, que el acuerdo (que data de 1908) quería referirse al río Ripoll.	17/03/1908 ( )	Ladrilleros, abans de 1900	SANT MARTÍ (10)
2721	281307	C	Carrer de Ribes	Ribes	Debe su nombre a Ripollet del Vallès, municipio del Vallès Occidental.	 ( )		NOU BARRIS (08)
2722	281409	Ctra	Carretera de Ribes	Ctra Ribes	Rita Jeanne Felícia Bonnat Dezermeaux (Madrid 1803 - Burdeos 1882). Religiosa. Pertenecía a las Hermanas de la Sagrada Familia de Burdeos, con casa en Barcelona. A finales del siglo XIX compraron la heredad de los agustinos en Les Corts, donde establecieron la comunidad y escuela de Nuestra Señora de Loreto. Las calles del lugar adoptaron el nombre en su memoria: Bordeus, Loreto y Rita Bonnat.	07/07/1942 ( )	Núm. 32 (urb. de Loreto)	LES CORTS (04)
2723	281500	C	Carrer de Ribelles	Ribelles	Debe su nombre al ritmo. Conjunto de calles del barrio de Montbau dedicadas a temas afines: Dansa, Cançó, Pantomima, Lírica, Mímica.		Ritmo	HORTA-GUINARDÓ (07)
2724	281602	C	Carrer de la Ribera	Ribera	Debe su nombre a Riudarenes, municipio de La Selva. El nombre se otorgó (1907) en recuerdo del trágico saqueo y destrucción del pueblo por las tropas castellanas en la guerra de 1640.	05/09/1907 ( )	Neu de Gignàs, abans de 1900	CIUTAT VELLA (01)
2725	281657	Ptge	Passatge de Ricard Canals	Ptge Ricard Canals	Debe su nombre a Riudecanyes, municipio del Baix Camp. Había formado parte de la Comuna del Camp de Tarragona y perteneció a la baronía de Escornalbou.	 ( )		NOU BARRIS (08)
2726	281704	C	Carrer de Ricardo Calvo	Ricardo Calvo	Debe su nombre a Riudoms, municipio del Baix Camp. Calle que se encuentra dentro del grupo de casas Eduard Aunós, donde los viales están dedicados a lugares y pueblos de Cataluña.	29/05/1945 ( )	Núm. 19	SANTS-MONTJUÏC (03)
2727	281806	C	Carrer de Ricart	Ricart	Francesc de Paula Rius i Taulet (Barcelona 1833 - Olèrdola, Alt Penedès 1890). Político. Alcalde de Barcelona (1872-1873, 1874, 1881-1884 y 1886-1889). Marqués de Olèrdola. Destacó por los numerosos proyectos de transformación urbanística de la ciudad y por la organización de la Exposición Universal de Barcelona de 1888.	 ( )		SANTS-MONTJUÏC (03)
2728	282004	C	Carrer de Riells	Riells		08/01/2009 ( )	Rius i Taulet, 05/09/1907; Constitución, abans de 1900; Oriente	GRÀCIA (06)
2729	282106	C	Carrer de la Riera Alta	Riera Alta	Manuel Rivadeneyra (Barcelona 1805 - Madrid 1872). Editor e impresor.	 ( )	Huerto de Santa Ana	CIUTAT VELLA (01)
2730	282208	C	Carrer de la Riera Baixa	Riera Baixa	Nicolás María Rivero (Sevilla 1814 - Madrid 1878). Abogado y médico. Político. Contribuyó al triunfo de la Revolución de Septiembre de 1868. Presidió las Cortes constituyentes de 1869. Alcalde de Madrid (1868).	 ( )		HORTA-GUINARDÓ (07)
2731	282252	Rier	Riera Blanca	Rier Blanca	Por la misma dedicación que la bajada.	05/09/1907 ( )	Concòrdia, abans de 1900	HORTA-GUINARDÓ (07)
2732	282300	C	Carrer de la Riera d'Horta	Riera d'Horta	Nombre de un mas y de una granja del Clot.	 ( )		SANT MARTÍ (10)
2733	282401	C	Carrer de la Riera de Sant Miquel	Riera Sant Miquel	Un nombre de familia catalana. Una escritura del año 1363 ya cita la calle con el nombre actual, calle que es anterior a 1265.	 ( )		CIUTAT VELLA (01)
2734	282503	C	Carrer de la Riera de Vallcarca	Riera de Vallcarca	Robert Gerhard i Ottenwaelder (Valls, Alt Camp 1895 - Cambridge 1970). Músico. Profesor de música de la Escuela Normal de la Generalitat (1931). Trabajó en la sección de música de la Biblioteca de Cataluña.	10/10/1980 ( )		LES CORTS (04)
2735	282605	C	Carrer de la Riereta	Riereta	Sabino Arana Goiri (Abando, Bilbao 1865 - Pedernales 1903). Político. Fundador del Partido Nacionalista Vasco. En el año 1883-1888 estudió en Barcelona la carrera de Derecho.	20/12/1979 ( )	Roberto Bassas, 16/05/1950	LES CORTS (04)
2736	282650	Av	Avinguda de Rio de Janeiro	Av Rio de Janeiro	Josep Robrenyo i Tort (Barcelona 1780 - mar del Caribe 1838). Actor, comediógrafo y poeta.	05/09/1907 ( )	Robreño; San Saturnino, abans de 1900	SANTS-MONTJUÏC (03)
2737	282707	C	Carrer del Riu de la Plata	Riu de la Plata	Un apellido de familia catalana que dio importantes personajes. Entre otros: Pere de Roca, consejero de la ciudad en 1277; mosén Joan de Roca, que asistió como persona notable al entierro de la reina Violante, viuda de Juan I, en el año 1431 y Joan de Roca, catedrático de Filosofía a principios del siglo XVII.		Volta d'en Queralt	CIUTAT VELLA (01)
2738	282809	C	Carrer del Riu de l'Or	Riu de l'Or	Margarita Roca, madre de los hermanos Carles y Jacint Barbany i Roca, de Santa Eulàlia de Ronçana. Fueron propietarios desde principios del siglo XX.	 ( )		LES CORTS (04)
2739	283007	C	Carrer de Ríos Rosas	Ríos Rosas	Joaquim Roca i Batlle (1742 - 1811). Propietario del lugar. Lo sucedió Joaquim de Prat i de Roca (1803 - Moià, Bages 1871). Después la finca pasó a ser propiedad de Josep Maria de Prat i d'Abadal.	28/08/1885 ( )	San José (un tram), 28/08/1885; Mañé y Flaquer	SARRIÀ-SANT GERVASI (05)
2740	283109	C	Carrer de Ripoll	Ripoll	Estirpe de la nobleza catalana. La dictadura de Primo de Rivera dio este nombre a la calle para honrar a Bernat Hug de Rocabertí i d'Erill (1415 ? - 1479). Poeta. Comendador de la orden de San Juan. Comandante del ejército de Juan II que contribuyó a la victoria de éste contra Pedro IV el Condestable, en Prats de Rei, el 28 de febrero de 1465, asegurando así la permanencia de los Trastámara en la Corona de Aragón.	07/03/1939 ( )	Fernando de Sagarra; Rocabertí, 19/11/1929; Fernando de Sagarra (Ajuntament de Sarrià); Montserrat	SARRIÀ-SANT GERVASI (05)
2741	283200	C	Carrer del Ripollès	Ripollès	Debe su nombre a Rocabruna, pueblo del antiguo municipio de Beget, La Garrotxa. En 1969 Beget fue incorporado a Camprodon, Ripollès. Calle que pertenece al grupo de casas Ramon Albó, donde los viales están dedicados, en su mayoría, a lugares y pueblos de la provincia de Girona.	29/05/1945 ( )	Núm. 18	NOU BARRIS (08)
2742	283302	C	Carrer de Ripollet	Ripollet	Bernat de Rocafort (? - Aversa, Campania 1309). Uno de los lugartenientes de Roger de Flor en la expedición de los almogávares. Tras la muerte de éste se convirtió en jefe de la Compañía Catalana.	19/12/1863 ( )	Núm. 16 (Pla Cerdà)	EIXAMPLE (02)
2743	283404	C	Carrer de Rita Bonnat	Rita Bonnat	Debe su nombre al Ródano, el río de la Europa occidental más largo del estado francés.	10/09/1964 ( )	Ródano	SANT ANDREU (09)
2744	283506	C	Carrer del Ritme	Ritme	Debe su nombre a Rodas, isla griega de la mar Egeo.	27/07/1960 ( )	Rodas	SANT MARTÍ (10)
2745	283608	C	Carrer de Riudarenes	Riudarenes	Josep Rodríguez i Martra (Reus, Baix Camp 1835 - Barcelona 1893). Josepet de Sants, cafetero, propietario del lugar que en la época de la Revolución de Septiembre de 1868, fue muy popular en el barrio. Se sabe que en el año 1873 comandaba dos batallones republicanos.			SANTS-MONTJUÏC (03)
2746	283801	C	Carrer de Riudecanyes	Riudecanyes	(Utrera 1573 - Sevilla 1647). Arqueólogo, historiador, abogado y poeta.	31/10/1955 ( )		NOU BARRIS (08)
2747	283903	C	Carrer de Riudoms	Riudoms	Elies Rogent i Amat (Barcelona 1821 - 1897). Arquitecto. Catedrático de Topografía en la Escuela de Maestros de Obras. Catedrático y primer director de la Escuela de Arquitectura de Barcelona. Académico de San Jorge.	18/06/1916 ( )	Benito Pasanau, 16/09/1937; Bogatell	SANT MARTÍ (10)
2748	284101	Av	Avinguda de Rius i Taulet	Av Rius i Taulet	Encontramos a un Miquel Casimir Arrau Roger, que fue procurador y representante de los Pujol y de los Solà, propietarios de los terrenos del lugar. Se propuso que la calle honrara a Pere Roger, predicador del siglo XIV. Monje de Ripoll.			SANTS-MONTJUÏC (03)
2749	284305	Pl	Plaça de la Vila de Gràcia	Pl Vila de Gràcia	(? 1268 - Adrianópolis, actual Edvine, Turquía 1305). Caballero y aventurero. Jefe de la expedición de los almogávares a Oriente.	19/12/1863 ( )	Núm. 36 (Pla Cerdà)	CIUTAT VELLA (01) EIXAMPLE (02) GRÀCIA (06) SANT MARTÍ (10)
2750	284407	C	Carrer de Rivadeneyra	Rivadeneyra	Por la misma dedicación que la calle.	 ( )		EIXAMPLE (02)
2751	284509	Bda	Baixada de Rivero	Bda Rivero	Apellido de familia catalana, que ya consta que en el año 1617 daba nombre a la calle. Un tal Guillem Roig fue consejero en el año 1255.		Pascual; Pujal; Picalquers	CIUTAT VELLA (01)
2752	284600	C	Carrer de Rivero	Rivero	Joan Roig i Solé (Reus, Baix Camp 1835 - Barcelona 1918). Escultor. Miembro de la Academia de Ciencias y Artes de Barcelona. Autor de <i>La senyoreta del paraigua</i> del Parque de la Ciutadella.	15/04/1961 ( )	Roig y Soler	HORTA-GUINARDÓ (07)
2753	284702	Ptge	Passatge de Robacols	Ptge Robacols	Joan Roís de Corella (Gandia, Safor 1433/1443 - Valencia, Horta 1497). Escritor prolífico y diverso. Maestro en teología.	27/07/1960 ( )		SANT MARTÍ (10)
2754	284804	C	Carrer d'en Robador	Robador	Debe su nombre a Roma, ciudad de Italia, capital de la república.	09/04/1940 ( )	Generalitat; Diagonal del Ferrocarril	EIXAMPLE (02) SANTS-MONTJUÏC (03)
2755	284950	C	Carrer de Robert Gerhard	Robert Gerhard	Por la misma dedicación que la avenida.	05/09/1907 ( )	San Buenaventura, 28/08/1885	SARRIÀ-SANT GERVASI (05)
2756	285002	C	Carrer de Sabino Arana	Sabino Arana	Romà Macaya i Gibert (Barcelona 1844 - 1923). Formó parte de la Junta Directiva de la Exposición de 1888. Propietario de terrenos del Tibidabo, fundó con el Dr. Andreu y Mas Yebra la S.A. El Tibidabo para urbanizar la montaña.	20/07/1943 ( )	Parés; Ladrilleros; Pº Inglés	SARRIÀ-SANT GERVASI (05)
2757	285104	C	Carrer de Robrenyo	Robrenyo	Francesc Romaní i Puigdengolas (Capellades, Anoia 1830 - 1914). Jurisconsulto y político. Miembro de la Academia de Buenas Letras (1884). Fundador de la <i>Revista Regional</i> (1884-1893).	 ( )	Lletra F; Badia	NOU BARRIS (08)
2758	285206	C	Carrer d'en Roca	Roca	Onofre Romans i Company, corredor real de cambios (1790 ? - Barcelona 1866). Casado con Francesca Jordà i Gelabert, propietarios de cinco mujadas de la heredad Casa Bertran, donde se abrió la calle.	 (Antes de 1900)		GRÀCIA (06)
2759	285400	Ptge	Passatge de Roca	Ptge Roca	Antiguo lugar poblado de matas de romero. Evoca el lugar natural donde se encuentra situado.	15/05/1962 ( )	Romeral	SARRIÀ-SANT GERVASI (05)
2760	285501	C	Carrer de Roca i Batlle	Roca i Batlle	Homenaje al que viaja a pie a un santuario para hacer penitencia.	 ( )		HORTA-GUINARDÓ (07)
2761	285603	C	Carrer de Rocabertí	Rocabertí	Ròmul Bosch i Alsina (Calella, Maresme 1852 - Barcelona 1923). Político y naviero. Alcalde de Barcelona (1905).		Rómulo Bosch	GRÀCIA (06)
2762	285705	C	Carrer de Rocabruna	Rocabruna	Debe su nombre al amento. Forma parte de un conjunto de calles con nombres de árboles y plantas.	10/04/1981 ( )	Roncesvalls	SARRIÀ-SANT GERVASI (05)
2763	285807	C	Carrer de Rocafort	Rocafort	Nombre de la colina situada dentro del antiguo término de Sant Andreu de Palomar.		Roquetas; Oriol, abans de 1900	SANT ANDREU (09)
2764	285909	C	Carrer del Roine	Roine	Baudili Ros i Rodés (Sant Boi de Llobregat, Baix Llobregat 1831 - Barcelona 1905). Constructor propietario de los terrenos, por compra a Miquel Hortal i Martí, en 1877. Estaba casado con Maria Hortal i Arisó. Joan Baptista de Ros, propietario de los terrenos, abrió el pasaje en el año 1870.	28/01/1959 ( )		HORTA-GUINARDÓ (07)
2765	286005	C	Carrer de Rodes	Rodes	Antonio Ros de Olano (Caracas, Venezuela 1808 - Madrid 1886). Militar y escritor. Presidente de los Juegos Florales de la Lengua Catalana que tuvieron lugar en Barcelona en el año 1877 y que inauguró excepcionalmente con un discurso en catalán. Diputado y senador vitalicio. Ministro de Fomento, Instrucción y Obras Públicas. Creador de las Escuelas Normales del Estado español. Aprobó el nuevo uniforme del ejército con la gorra que recibió el nombre de <i>ros</i> en su honor.	05/09/1907 ( )	De las Gracias, abans de 1900	GRÀCIA (06)
2766	286107	C	Carrer de Rodríguez	Rodríguez	"La familia de la Rosa era propietaria, en el año 1830, de un casona que fue derribada para formar una calle y construir casas nuevas. Aunque la calle que se abrió se llamó inicialmente ""travessia del carrer dels Còdols"", hay constancia de que en el año 1836 se conocía ya como calle de la Rosa."			CIUTAT VELLA (01)
2767	286209	C	Carrer de Rodrigo Caro	Rodrigo Caro	"Una de las primeras calles del Poble-sec, denominada inicialmente ""de la Verge del Roser"". Se tradujo posteriormente como ""calle del Rosal""."	12/06/1980 ( )	Rosal	SANTS-MONTJUÏC (03)
2768	286300	C	Carrer de Rogent	Rogent	Nombre apropiado al lugar, donde las edificaciones están aisladas y rodeadas de jardines.	07/07/1942 ( )	Rosaleda; Cooperativa l'Estatge, abans de 1939	SARRIÀ-SANT GERVASI (05)
