name,ISIN,Ticker,Fund CCY,Fund size [M],TER in % p.a.,1Y in %,3Y in %,5Y in %,2020 in %,2019 in %,2018 in %,2017 in %
Lyxor S&P 500 UCITS ETF - Dist (EUR),LU0496786574,SP5,EUR,"3,496",0.09%,38.00%,70.69%,109.88%,8.57%,33.74%,0.23%,6.90
Lyxor S&P 500 UCITS ETF - Dist (USD),LU0496786657,LSPU,USD,"2,073",0.09%,38.50%,70.83%,109.63%,7.42%,34.93%,-0.02%,6.98
Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF - Acc,LU0832435464,LVO,EUR,76,0.60%,-53.50%,-20.16%,-76.68%,42.01%,-34.75%,26.34%,-63.75
Lyxor S&P Europe Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc,LU2198884491,EABE,EUR,5,0.20%,-,-,-,-,-,-,-
Lyxor S&P Eurozone Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc,LU2195226068,EPAB,EUR,610,0.20%,-,-,-,-,-,-,-
Lyxor S&P Global Developed Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc,LU2198882362,EABG,USD,50,0.20%,-,-,-,-,-,-,-
Lyxor S&P MidCap 400 UCITS ETF,LU0392495965,X022,USD,19,0.35%,58.98%,52.00%,80.87%,2.60%,30.08%,-8.35%,3.40
Lyxor S&P SmallCap 600 UCITS ETF,LU0392496005,X023,USD,100,0.35%,72.27%,50.09%,93.17%,0.33%,25.67%,-5.20%,1.83
Lyxor S&P SMIT 40 Index UCITS ETF,LU0860821874,E129,EUR,3,0.60%,38.57%,0.06%,16.34%,-1.73%,17.58%,-18.07%,15.57
Lyxor SDAX (DR) UCITS ETF,LU0603942888,C005,EUR,176,0.70%,58.81%,27.76%,71.71%,17.15%,30.42%,-20.76%,23.69
Lyxor SG Global Quality Income NTR UCITS ETF - Dist,LU0832436512,SGQI,EUR,83,0.45%,18.10%,18.25%,22.01%,-11.04%,19.66%,-6.10%,2.08
Lyxor SPI UCITS ETF,LU0603946798,C029,CHF,15,0.40%,16.15%,45.03%,58.36%,2.23%,34.08%,-5.52%,8.52
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc,LU1834983394,AUT,EUR,183,0.30%,98.09%,11.91%,58.94%,5.62%,19.24%,-26.18%,16.10
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Dist,LU2082995908,DFOA,EUR,15,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Banks UCITS ETF - Acc,LU1834983477,BNK,EUR,825,0.30%,49.87%,-18.82%,9.82%,-24.54%,13.68%,-25.40%,11.75
Lyxor STOXX Europe 600 Banks UCITS ETF - Dist,LU2082996112,INDA,EUR,10,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc,LU1834983550,BRE,EUR,839,0.30%,80.99%,47.77%,173.10%,12.31%,22.27%,-13.07%,22.79
Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Dist,LU2082996385,E6BR,EUR,24,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Chemicals UCITS ETF - Acc,LU1834983634,CHM,EUR,16,0.30%,43.20%,42.73%,76.07%,10.45%,31.21%,-13.67%,12.62
Lyxor STOXX Europe 600 Chemicals UCITS ETF - Dist,LU2082996542,LYX4,EUR,15,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Acc,LU1834983808,CST,EUR,34,0.30%,49.23%,38.61%,66.09%,-2.05%,40.79%,-16.95%,10.50
Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Dist,LU2082996898,CSTD,EUR,6,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Financial Services UCITS ETF - Acc,LU1834984798,FIN,EUR,21,0.30%,46.97%,46.62%,94.19%,6.55%,42.85%,-11.54%,20.06
Lyxor STOXX Europe 600 Financial Services UCITS ETF - Dist,LU2082997193,6FIN,EUR,7,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc,LU1834985845,FOO,EUR,91,0.30%,17.65%,23.93%,32.27%,-6.22%,28.26%,-7.18%,12.58
Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Dist,LU2082997359,DFOP,EUR,66,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Healthcare UCITS ETF - Acc,LU1834986900,HLT,EUR,288,0.30%,8.06%,37.41%,38.17%,-1.53%,31.18%,-0.63%,4.14
Lyxor STOXX Europe 600 Healthcare UCITS ETF - Dist,LU2082997516,EHLT,EUR,75,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF - Acc,LU1834987890,IND,EUR,83,0.30%,62.36%,44.22%,86.72%,5.83%,34.95%,-12.99%,16.92
Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF - Dist,LU2082997789,INDU,EUR,6,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Insurance UCITS ETF - Acc,LU1834987973,INS,EUR,65,0.30%,43.69%,24.28%,59.47%,-10.00%,29.64%,-6.60%,10.96
Lyxor STOXX Europe 600 Insurance UCITS ETF - Dist,LU2082997946,EGV1,EUR,10,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Media UCITS ETF - Acc,LU1834988195,MDA,EUR,4,0.30%,40.75%,26.97%,23.90%,-6.10%,19.56%,-1.72%,0.00
Lyxor STOXX Europe 600 Media UCITS ETF - Dist,LU2082995734,C071,EUR,2,0.30%,40.83%,-,-,-,-,-,-
Lyxor STOXX Europe 600 Oil & Gas UCITS ETF - Acc,LU1834988278,OIL,EUR,303,0.30%,22.57%,-7.63%,23.49%,-21.93%,10.19%,-0.61%,1.94
Lyxor STOXX Europe 600 Oil & Gas UCITS ETF - Dist,LU2082998167,OIGS,EUR,29,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Acc,LU1834988351,PHG,EUR,21,0.30%,32.69%,30.61%,51.50%,5.79%,30.44%,-13.55%,11.80
Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Dist,LU2082998324,MTDA,EUR,11,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Real Estate UCITS ETF - Dist,LU1812091194,MEH,EUR,34,0.30%,20.83%,11.35%,19.39%,-8.77%,27.94%,-8.46%,12.49
Lyxor STOXX Europe 600 Retail UCITS ETF - Acc,LU1834988435,RTA,EUR,8,0.30%,44.25%,55.33%,50.07%,10.79%,37.11%,-9.18%,-0.84
Lyxor STOXX Europe 600 Retail UCITS ETF - Dist,LU2082998670,JNHA,EUR,1,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Technology UCITS ETF - Acc,LU1834988518,TNO,EUR,101,0.30%,53.21%,66.13%,122.37%,14.49%,36.46%,-9.56%,20.73
Lyxor STOXX Europe 600 Technology UCITS ETF - Dist,LU2082998837,CSTA,EUR,32,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Acc,LU1834988609,TELE,EUR,102,0.30%,18.58%,-0.55%,-9.78%,-12.63%,4.51%,-8.84%,0.16
Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Dist,LU2082999058,INDB,EUR,5,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Acc,LU1834988781,TRV,EUR,116,0.30%,65.88%,13.63%,24.78%,-14.89%,21.74%,-14.37%,15.62
Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Dist,LU2082999132,6TVL,EUR,11,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe 600 UCITS ETF,LU0378434582,C060,EUR,300,0.20%,36.15%,25.75%,50.08%,-2.15%,28.17%,-10.96%,10.52
Lyxor STOXX Europe 600 Utilities UCITS ETF - Acc,LU1834988864,UTI,EUR,92,0.30%,32.80%,53.06%,68.39%,11.47%,29.81%,2.28%,9.75
Lyxor STOXX Europe 600 Utilities UCITS ETF - Dist,LU2082999215,LUTL,EUR,9,0.30%,-,-,-,-,-,-,-
Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist,LU1812092168,SEL,EUR,151,0.30%,45.72%,25.20%,47.32%,-9.65%,26.30%,-4.26%,4.96
Lyxor US Treasury 10+Y (DR) UCITS ETF - Dist,LU1407890620,US10,USD,212,0.07%,-21.99%,24.02%,10.97%,7.66%,16.22%,3.02%,-4.78
Lyxor US Treasury 7-10Y (DR) UCITS ETF - Dist,LU1407888053,US71,USD,119,0.07%,-12.78%,19.89%,-,0.58%,10.35%,5.64%,-9.88
Lyxor USD 10Y Inflation Expectations UCITS ETF - Acc,LU1390062831,INFU,USD,333,0.25%,1.08%,6.53%,-,-7.84%,3.74%,3.24%,-11.80
Lyxor USD High Yield UCITS ETF - Dist,LU1435356149,USHY,USD,33,0.25%,12.91%,22.26%,-,-3.42%,15.96%,1.82%,-6.06
Lyxor USD High Yield UCITS ETF - Monthly Hedged to EUR - Dist,LU1435356495,-,EURHedged,79,0.30%,21.54%,10.05%,-,3.52%,10.26%,-5.61%,4.73
Lyxor World Water (DR) UCITS ETF - Dist,FR0010527275,WAT,EUR,922,0.60%,41.61%,53.97%,74.27%,8.15%,38.30%,-12.80%,10.29
Market Access NYSE Arca Gold Bugs UCITS ETF,LU0259322260,M9SD,EUR,77,0.65%,21.72%,61.23%,35.54%,13.41%,52.17%,-12.85%,-7.90
Market Access Rogers International Commodity UCITS ETF,LU0249326488,M9SA,EUR,51,0.60%,28.35%,2.61%,12.03%,-16.57%,12.21%,-5.89%,-9.05
Market Access STOXX China A Minimum Variance UCITS ETF,LU1750178011,M9SV,EUR,1,0.45%,27.94%,-,-,12.05%,15.53%,-,-
Ossiam Emerging Markets Minimum Variance NR UCITS ETF 1C (EUR),LU0705291903,-,EUR,99,0.75%,17.71%,-1.69%,20.04%,-8.07%,4.30%,-2.35%,15.88
Ossiam Euro Government Bonds 3-5Y Carbon Reduction UCITS ETF,LU2069380306,OG35,EUR,229,0.17%,-,-,-,-,-,-,-
Ossiam iSTOXX Europe Minimum Variance NR UCITS ETF 1C (EUR),LU0599612842,OSX4,EUR,100,0.65%,26.27%,24.06%,36.10%,0.82%,18.61%,-5.04%,12.00
Ossiam Japan Minimum Variance NR UCITS ETF 1C (EUR),LU1254453738,-,EUR,8,0.65%,16.54%,12.52%,39.62%,0.01%,14.85%,-4.73%,13.35
Ossiam Risk Weighted Enhanced Commodity Ex Grains TR UCITS ETF 1C (EUR),LU0876440578,OSXC,EUR,8,0.45%,22.97%,8.53%,22.24%,-8.87%,9.34%,-5.31%,-2.24
Ossiam Shiller Barclays Cape Europe Sector Value TR UCITS ETF 1C (EUR),LU1079842321,-,EUR,46,0.65%,41.00%,35.29%,54.89%,2.81%,24.48%,-7.44%,5.49
Ossiam Shiller Barclays Cape US Sector Value TR UCITS ETF 1C (EUR),LU1079841273,-,EUR,541,0.65%,43.77%,74.09%,118.55%,8.98%,33.17%,1.39%,5.63
Ossiam Solactive Moody's Analytics IG Select Credit UCITS ETF 1C (EUR),LU1093307442,OSXF,EUR,49,0.35%,9.21%,8.27%,-,3.50%,5.83%,-1.40%,-
Ossiam STOXX Europe 600 Equal Weight NR UCITS ETF 1C (EUR),LU0599613147,-,EUR,298,0.35%,46.70%,29.00%,58.82%,1.70%,27.98%,-11.92%,14.53
Ossiam US Minimum Variance ESG UCITS ETF 1A (EUR),IE00BHNGHX58,-,EUR,131,0.65%,18.59%,43.30%,55.52%,-5.34%,26.76%,3.04%,-0.36
PIMCO Euro Low Duration Corporate Bond UCITS ETF Dist,IE00BP9F2J32,LDCE,EUR,294,0.49%,6.63%,3.60%,7.16%,1.20%,2.81%,-0.89%,1.18
PIMCO Euro Short-Term High Yield Corporate Bond Index UCITS ETF Acc,IE00BD8D5G25,EUHA,EUR,58,0.50%,18.45%,6.88%,-,1.16%,7.68%,-3.89%,-
PIMCO Euro Short-Term High Yield Corporate Bond Index UCITS ETF Dist,IE00BD8D5H32,EUHI,EUR,50,0.50%,18.49%,6.90%,-,1.13%,7.67%,-3.94%,-
Ridgex GPF Physical Gold ETC,XS2265368097,-,USD,12,0.15%,-,-,-,-,-,-,-
Ridgex GPF Physical Palladium ETC,XS2265370234,-,USD,5,0.20%,-,-,-,-,-,-,-
Ridgex GPF Physical Platinum ETC,XS2265369731,-,USD,5,0.20%,-,-,-,-,-,-,-
Ridgex GPF Physical Silver ETC,XS2265369574,-,USD,4,0.20%,-,-,-,-,-,-,-
Rize Cybersecurity and Data Privacy UCITS ETF,IE00BJXRZJ40,RCRS,USD,83,0.45%,45.43%,-,-,-,-,-,-
Rize Education Tech and Digital Learning UCITS ETF,IE00BLRPQJ54,LERN,USD,13,0.45%,-,-,-,-,-,-,-
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,BLUM,USD,50,0.65%,124.18%,-,-,-,-,-,-
Rize Sustainable Future of Food UCITS ETF,IE00BLRPQH31,RIZF,USD,125,0.45%,-,-,-,-,-,-,-
SPDR Barclays 0-3 Year Corporate Bond UCITS ETF,IE00BC7GZW19,SYBD,EUR,"2,010",0.20%,2.82%,0.67%,1.06%,0.24%,0.70%,-0.48%,0.05
SPDR Barclays 0-3 Year US Corporate Bond UCITS ETF,IE00BC7GZX26,SYBF,USD,64,0.12%,-4.98%,12.69%,6.80%,-5.67%,6.54%,6.38%,-10.79
SPDR Barclays 0-5 Year Sterling Corporate Bond UCITS ETF,IE00BCBJF711,SYBQ,GBP,217,0.20%,7.31%,8.50%,4.71%,-2.36%,9.60%,-1.12%,-1.60
SPDR Barclays 0-5 Year US High Yield Bond UCITS ETF,IE00B99FL386,SYBK,USD,129,0.30%,11.29%,20.23%,30.36%,-3.90%,11.39%,4.62%,-7.51
SPDR Barclays 1-3 Year Euro Government Bond UCITS ETF,IE00B6YX5F63,SYB3,EUR,"1,193",0.15%,0.33%,-0.46%,-0.87%,-0.15%,0.13%,-0.25%,-0.49
SPDR Barclays 1-3 Year US Treasury Bond UCITS ETF,IE00BC7GZJ81,SYBW,USD,119,0.15%,-8.43%,11.20%,3.19%,-5.70%,5.44%,6.22%,-11.85
SPDR Barclays 1-5 Year Gilt UCITS ETF,IE00B6YX5K17,SYB5,GBP,505,0.15%,1.27%,3.81%,-4.29%,-3.72%,6.17%,-0.53%,-3.88
SPDR Barclays 10+ Year Government Bond UCITS ETF,IE00BYSZ6062,SYBV,EUR,11,0.15%,5.45%,20.17%,21.78%,10.93%,15.43%,2.28%,-0.44
SPDR Barclays 10+ Year US Corporate Bond UCITS ETF,IE00BZ0G8860,SYBN,USD,85,0.12%,0.93%,31.34%,34.07%,4.73%,26.36%,-2.98%,-1.71
SPDR Barclays 10+ Year US Treasury Bond UCITS ETF,IE00BYSZ5V04,SPPX,USD,21,0.15%,-22.27%,24.06%,10.87%,7.62%,16.84%,2.69%,-4.77
SPDR Barclays 15+ Year Gilt UCITS ETF,IE00B6YX5L24,SYBL,GBP,129,0.15%,-8.46%,14.57%,19.30%,7.61%,17.28%,-0.77%,-0.26
SPDR Barclays 3-10 Year US Corporate Bond UCITS ETF,IE00BYV12Y75,SYBR,USD,60,0.12%,-0.83%,22.51%,17.21%,-1.52%,13.89%,3.59%,-8.20
SPDR Barclays 3-5 Year Euro Government Bond UCITS ETF,IE00BS7K8821,SYB4,EUR,9,0.15%,1.74%,2.20%,2.88%,1.12%,1.75%,-0.03%,-0.10
SPDR Barclays 3-5 Year US Treasury Bond UCITS ETF,IE00BYSZ5R67,SPP3,USD,22,0.15%,-9.47%,15.89%,6.08%,-2.15%,7.21%,6.17%,-11.34
SPDR Barclays 7-10 Year US Treasury Bond UCITS ETF,IE00BYSZ5T81,SPP7,USD,11,0.15%,-13.10%,19.45%,6.71%,0.55%,10.38%,5.55%,-9.98
SPDR Barclays Euro Aggregate Bond UCITS ETF,IE00B41RYL63,SYBA,EUR,588,0.17%,4.11%,7.76%,9.05%,3.84%,5.88%,0.27%,0.50
SPDR Barclays Euro Corporate Bond UCITS ETF,IE00B3T9LM79,SYBC,EUR,528,0.12%,8.85%,7.51%,11.21%,2.58%,6.10%,-1.38%,2.15
SPDR Barclays Euro High Yield Bond UCITS ETF,IE00B6YX5M31,SYBJ,EUR,971,0.40%,19.58%,10.21%,21.86%,1.66%,10.09%,-4.22%,5.01
SPDR Barclays Sterling Corporate Bond UCITS ETF,IE00B4694Z11,SYBS,GBP,298,0.20%,9.35%,16.51%,19.28%,3.01%,16.52%,-3.20%,1.02
SPDR Barclays UK Gilt UCITS ETF,IE00B3W74078,SYBG,GBP,295,0.15%,-3.98%,10.92%,8.68%,2.90%,12.48%,-0.44%,-1.76
SPDR Barclays US Aggregate Bond UCITS ETF,IE00B459R192,SYBU,USD,55,0.17%,-8.10%,17.71%,10.06%,-1.86%,10.65%,4.56%,-9.22
SPDR Barclays US TIPS UCITS ETF,IE00BZ0G8977,SYBY,USD,413,0.17%,-3.95%,21.40%,14.99%,1.97%,10.62%,3.03%,-9.36
SPDR Barclays US Treasury Bond UCITS ETF,IE00B44CND37,SYBT,USD,409,0.15%,-12.26%,16.22%,5.99%,-1.25%,8.78%,5.50%,-10.19
SPDR Bloomberg Barclays 1-3 Month T-Bill UCITS ETF,IE00BJXRT698,ZPR1,USD,334,0.10%,-8.41%,-,-,-8.09%,-,-,-
SPDR Bloomberg Barclays EM Inflation Linked Local Bond UCITS ETF,IE00B7MXFZ59,SYBI,USD,73,0.55%,6.92%,2.27%,9.47%,-9.41%,14.89%,-1.20%,-1.79
SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF,IE00B4613386,SYBM,USD,"2,581",0.55%,1.89%,3.10%,9.47%,-5.47%,14.35%,-1.33%,0.22
SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF,IE00BFWFPY67,SPFA,USD,299,0.55%,1.88%,-,-,-5.48%,14.30%,-,-
SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF EUR Hedged Acc,IE00BK8JH525,SPFD,EURHedged,117,0.60%,10.01%,-,-,1.86%,-,-,-
SPDR Bloomberg Barclays Euro Government Bond UCITS ETF (Dist),IE00B3S5XW04,SYBB,EUR,825,0.15%,3.25%,8.79%,9.86%,4.77%,6.66%,0.84%,0.03
SPDR Bloomberg Barclays Global Aggregate Bond EUR Hedged UCITS ETF,IE00BF1QPL78,SPFE,EURHedged,183,0.10%,0.68%,6.21%,-,3.87%,5.05%,-,-
SPDR Bloomberg Barclays Global Aggregate Bond GBP Hedged UCITS ETF,IE00BF1QPJ56,SPFB,GBPHedged,99,0.10%,3.08%,10.54%,-,-1.04%,11.70%,-,-
SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF,IE00B43QJJ40,SYBZ,USD,345,0.10%,-3.49%,12.38%,-,-0.25%,8.76%,-,-
SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF USD Hedged Acc,IE00BKC94M46,SPFV,USDHedged,103,0.10%,-6.90%,-,-,-3.58%,-,-,-
SPDR Bloomberg Barclays Global Aggregate Bond USD Hedged UCITS ETF,IE00BF1QPH33,SPFU,USDHedged,828,0.10%,-6.86%,16.94%,-,-3.56%,10.09%,-,-
SPDR Bloomberg SASB Euro Corporate ESG UCITS ETF,IE00BLF7VW10,SPPR,EUR,91,0.15%,-,-,-,-,-,-,-
SPDR Bloomberg SASB U.S. Corporate ESG UCITS ETF,IE00BLF7VX27,SPPU,USD,"4,628",0.15%,-,-,-,-,-,-,-
SPDR Dow Jones Global Real Estate UCITS ETF,IE00B8GF1M35,SPYJ,USD,207,0.40%,21.06%,18.15%,10.59%,-18.44%,23.11%,-2.59%,-5.62
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,IE00BH4GR342,SPY2,USD,5,0.40%,21.36%,-,-,-18.45%,-,-,-
SPDR EURO STOXX Low Volatility UCITS ETF,IE00BFTWP510,ZPRL,EUR,91,0.30%,25.04%,11.89%,33.57%,-5.37%,20.53%,-7.59%,15.46
SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF,IE00BSJCQV56,ZPRP,EUR,61,0.30%,22.08%,15.08%,29.65%,-6.35%,25.80%,-5.68%,15.09
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,SPYF,GBP,870,0.20%,32.08%,12.23%,29.09%,-14.82%,24.89%,-10.45%,8.93
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,ZPRD,GBP,93,0.20%,32.62%,-,-,-14.67%,24.91%,-,-
SPDR ICE BofA 0-5 Year EM USD Government Bond UCITS ETF,IE00BP46NG52,ZPR5,USD,79,0.42%,-0.46%,11.58%,9.58%,-6.11%,7.40%,4.83%,-8.63
SPDR ICE BofA 0-5 Year EM USD Government Bond UCITS ETF EUR Hedged Acc,IE00BJL36X53,ZPR6,EURHedged,99,0.47%,7.86%,-,-,0.87%,-,-,-
SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF,IE00BQWJFQ70,ZPRI,USD,"1,168",0.40%,13.70%,28.79%,36.08%,-1.04%,19.79%,-0.27%,0.51
SPDR MSCI ACWI IMI UCITS ETF,IE00B3YLTY66,SPYI,USD,288,0.40%,41.08%,47.64%,82.71%,5.60%,28.36%,-6.05%,8.30
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,SPYY,USD,"2,206",0.40%,38.58%,49.01%,83.61%,5.92%,28.92%,-5.28%,8.84
SPDR MSCI ACWI UCITS ETF EUR Hedged Acc,IE00BF1B7389,SPP1,EURHedged,216,0.45%,45.25%,-,-,11.41%,-,-,-
SPDR MSCI ACWI UCITS ETF USD Hedged Acc,IE00BF1B7272,SPP2,USDHedged,44,0.45%,-,-,-,-,-,-,-
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,SPYA,USD,"1,294",0.55%,45.95%,37.15%,92.37%,17.21%,20.52%,-11.76%,25.08
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,SPYX,USD,137,0.55%,65.19%,20.64%,52.99%,8.69%,12.32%,-13.89%,17.59
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,SPYM,USD,466,0.42%,43.05%,26.47%,74.17%,8.03%,20.20%,-10.70%,20.14
SPDR MSCI EMU UCITS ETF,IE00B910VR50,ZPRE,EUR,299,0.18%,42.53%,22.91%,57.53%,-0.87%,25.89%,-12.14%,12.82
SPDR MSCI Europe Communication Services UCITS ETF,IE00BKWQ0N82,STT,EUR,32,0.23%,23.86%,-3.10%,-10.70%,-13.35%,4.87%,-9.24%,1.76
SPDR MSCI Europe Consumer Discretionary UCITS ETF,IE00BKWQ0C77,STR,EUR,147,0.23%,64.06%,36.74%,66.40%,5.64%,33.09%,-14.21%,9.82
SPDR MSCI Europe Consumer Staples UCITS ETF,IE00BKWQ0D84,STS,EUR,108,0.23%,13.06%,21.10%,26.73%,-3.56%,25.15%,-9.01%,8.73
SPDR MSCI Europe Energy UCITS ETF,IE00BKWQ0F09,STN,EUR,136,0.23%,14.51%,-16.30%,17.65%,-31.47%,9.33%,-0.16%,4.99
SPDR MSCI Europe Financials UCITS ETF,IE00BKWQ0G16,STZ,EUR,600,0.23%,45.74%,-0.02%,33.87%,-15.60%,22.69%,-19.02%,12.15
SPDR MSCI Europe Health Care UCITS ETF,IE00BKWQ0H23,STW,EUR,436,0.23%,6.98%,37.37%,34.92%,-2.05%,31.62%,-0.69%,2.74
SPDR MSCI Europe Industrials UCITS ETF,IE00BKWQ0J47,STQ,EUR,453,0.23%,58.89%,43.05%,80.05%,3.64%,35.16%,-13.08%,15.25
SPDR MSCI Europe Materials UCITS ETF,IE00BKWQ0L68,STP,EUR,69,0.23%,58.57%,41.44%,111.16%,9.42%,26.20%,-13.89%,18.70
SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,IE00BSPLC298,ZPRX,EUR,74,0.30%,65.99%,22.72%,49.21%,-3.49%,26.92%,-18.16%,13.02
SPDR MSCI Europe Technology UCITS ETF,IE00BKWQ0K51,STK,EUR,66,0.23%,49.89%,68.67%,123.06%,13.56%,37.15%,-6.96%,19.51
SPDR MSCI Europe UCITS ETF,IE00BKWQ0Q14,ERO,EUR,383,0.25%,34.92%,24.22%,49.15%,-3.32%,26.24%,-10.44%,10.39
SPDR MSCI Europe Utilits UCITS ETF,IE00BKWQ0P07,STU,EUR,295,0.23%,33.07%,54.19%,67.74%,11.75%,29.96%,3.03%,8.68
SPDR MSCI Europe Value UCITS ETF,IE00BSPLC306,ZPRW,EUR,21,0.20%,42.69%,13.40%,46.32%,-8.16%,22.98%,-14.67%,10.76
SPDR MSCI Japan EUR Hedged UCITS ETF,IE00BZ0G8C04,ZPDW,EURHedged,4,0.17%,39.02%,20.17%,58.97%,7.50%,16.71%,-16.15%,18.64
SPDR MSCI Japan UCITS ETF,IE00BZ0G8B96,ZPDJ,JPY,84,0.12%,27.37%,24.93%,58.11%,4.59%,21.60%,-9.11%,9.03
SPDR MSCI USA Small Cap Value Weighted UCITS ETF,IE00BSPLC413,ZPRV,USD,180,0.30%,92.46%,51.72%,84.88%,-0.69%,26.18%,-10.26%,-3.85
SPDR MSCI USA Value Weighted UCITS ETF,IE00BSPLC520,ZPRU,USD,141,0.20%,47.51%,44.72%,78.42%,-6.31%,29.62%,-7.67%,4.06
SPDR MSCI World Small Cap UCITS ETF,IE00BCBJG560,ZPRS,USD,803,0.45%,61.97%,45.18%,82.84%,5.75%,28.81%,-9.90%,6.96
SPDR MSCI World UCITS ETF,IE00BFY0GT14,SPPW,USD,644,0.12%,38.39%,-,-,6.01%,-,-,-
SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,IE00BDT6FP91,SPF1,EURHedged,376,0.55%,52.09%,-,-,32.72%,11.46%,-,-
SPDR Refinitiv Global Convertible Bond UCITS ETF,IE00BNH72088,ZPRC,USD,974,0.50%,43.73%,55.06%,70.24%,25.90%,15.70%,-0.50%,-1.52
SPDR Russell 2000 US Small Cap UCITS ETF,IE00BJ38QD84,ZPRR,USD,"1,726",0.30%,72.11%,55.57%,102.81%,9.27%,27.41%,-7.14%,0.17
SPDR S&P 400 US Mid Cap UCITS ETF,IE00B4YBJ215,SPY4,USD,926,0.30%,58.78%,51.37%,86.35%,3.43%,27.87%,-7.41%,1.61
SPDR S&P 500 ESG Screened UCITS ETF,IE00BH4GPZ28,SPPY,USD,304,0.10%,38.74%,-,-,9.31%,-,-,-
SPDR S&P 500 EUR Hedged UCITS ETF,IE00BYYW2V44,SPPE,EURHedged,317,0.12%,48.58%,-,-,15.78%,27.11%,-,-
SPDR S&P 500 Low Volatility UCITS ETF,IE00B802KR88,SPY1,USD,178,0.35%,10.04%,37.02%,52.47%,-10.11%,29.63%,4.21%,2.44
SPDR S&P 500 UCITS ETF,IE00B6YX5C33,SPY5,USD,"4,476",0.09%,37.68%,69.02%,106.31%,8.00%,33.45%,-0.20%,6.66
SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF (Dist),IE00B6YX5B26,SPYV,USD,128,0.55%,29.00%,3.69%,38.99%,-10.22%,13.74%,-2.17%,12.41
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),IE00B5M1WJ87,SPYW,EUR,"1,499",0.30%,29.09%,10.87%,30.89%,-11.97%,22.10%,-7.81%,10.62
SPDR S&P Global Dividend Aristocrats UCITS ETF,IE00B9CQXS71,ZPRG,USD,616,0.45%,30.80%,15.93%,33.56%,-16.86%,22.55%,-5.01%,4.35
SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF (Dist),IE00B9KNR336,ZPRA,USD,182,0.55%,24.33%,19.76%,50.01%,-8.81%,23.41%,-4.60%,13.86
