Rating,Review Quote,Full Review,Date of review,Date of visit
50,Great dinner!,"We had a great dinner in this restaurant. The food was delicious and our waitress, Orlane, took care of us! Even better, they have a vegetarian option!! I highly recommend this place.","Reviewed December 22, 2016",Date of visit: December 2016
50,"Excellent tapas bar, cosy surroundings, felt 'authentic'","Lovely little Tapas Bar just off the main Place Real. Orlane gave us a recommendation from the menu and served with a smile. Cosy and intimate atmosphere, great for couples, not good for large groups (!) Food was all very tasty and drinks reasonably priced. Good service and great food!Show less","Reviewed December 22, 2016",Date of visit: December 2016
50,Terrific food and good prices.,"Asked for the ""surprise me"" option on the menu and we were very pleasantly surprised. We received a variety of tapas, meats and cheeses, each one better than the last. Be aware that the place is very cozy so space might be tight.","Reviewed December 21, 2016",Date of visit: December 2016
50,Vibrant little Gem!,We stumbled upon this place by chance wondering through the Gothic Quarter. We were only going to stay for one drink but were taken in by the atmosphere and received such great friendly service for Orlane. Definitely recommend this little tapas bar!,"Reviewed December 20, 2016",Date of visit: December 2016
50,Unique,"This is a unique tapas place with a big difference with other places, NO SEAFOOD TAPAS. Even dough it can be a set back for some people but you won't be disappointed when you visit this place.","Reviewed December 19, 2016",Date of visit: December 2016
50,best tapas,"we opted for this restaurant by chance , wa verry busy and we decided to wait , all dishes were great , awsom the homemade sangria .","Reviewed December 19, 2016",Date of visit: December 2016
50,great,"we wnt thwrefor try some tapas based on the great reviews of tripadvisor , we did so glad , we took iberian ham menu 39 euros for 2 , and every surprised were great .","Reviewed December 18, 2016",Date of visit: December 2016
50,Fantastic!,"I chose this place was just a coincidence that I was asking Orlane the direction for an another restaurant which was turned out to be closed and she recommended me the Bodega. She was right! I found it so good to see the BBQ and cakes inside especially the grilled wings! Kareen was also very nice to introduced everything with details to me and and served me with patience and polite. To my big surprise, Kareen gave me a free shot at last.Thank you for everything!Show less","Reviewed December 17, 2016",Date of visit: December 2016
50,Small is Large,"We selected this place after googling for tapas-like places near La Rambla. This Tapas Bar is small but it has many things to offer. I will begin with the staff, which is very polite and always willing to help. We would like to thank ORLANE for her attitude and her smile. She really helped us a lot with the various tapas. The food is very good and delicious. There are several options for ordering. I suggest Option 2, which offers Jamon Iberico together with bread covered with olive oil as a starter and then a series of tapas which are all very tasteful. Every time they bring something, they explain in detail the ingredients and if you do not like something they can take it back and bring something different. One thing that impressed me is that they ask if there is any health problem related to allergies etc. The place is small but the atmosphere excellent and for sure I recommend it. If you go, try also their Sangria wine. Just perfect!Show less","Reviewed December 16, 2016",Date of visit: December 2016
50,Great tapas bar ! Fantastic Orlane !!,"We had a great time at this bodega, tapas are very good and the idea of the surprise menu is nice when you can't make your choice in front of so many good things !But the best was probably the staff and particularly Orlane.It's amazing to see someone so enthusiastic and adorable like her, she is in BCN for 3 months but it looks like she has been there for ever !Thanks Orlane & come to visit us in Reims or Chalon s/Saône !Show less","Reviewed December 16, 2016",Date of visit: December 2016
50,best tapas,"wnonderful place of tapas , realy nice service and good staff , verry good food , just have to wait a few minutes to have place but definitly worth to wait .","Reviewed December 16, 2016",Date of visit: December 2016
50,crazy tapas bar,"a very smal tapas bar of barcelona , fantastic staff and very nice tapas , warm ambiance and verry good music , no credit card","Reviewed December 16, 2016",Date of visit: December 2016
40,Friendly informal intimate Tapas experience,You can sit at the bar in a wonderful intimate setting. Small. You engage with your choices of Tapas. The service is warm and friendly. The sangria and the tasty plates were delightful. We ordered a number of items and they served them in stages and plated each of the items adding garnishments.Show less,"Reviewed December 10, 2016",Date of visit: December 2016
50,Great and recommended,"The stuff was very friendly, they ask you if there is something that you don't love to eat and by this they give you Traditional Tapas, was great!!","Reviewed December 10, 2016",Date of visit: December 2016
50,Great Tapas!,"Visited one evening during a trip to Barcelona, this place had some good reviews and as we were in the area decided to try it out. Arrived just after 10 pm and was very lucky to get the last remaining seats. The place is very small but has a good look to it, lots of tapas on the bar for all to see, we went for a set menu which was 8 tapas to share which was more than enough, alongside some vino rojo which was the house wine and very nice. Overall Good food, very good service (thanks you oalane & team), well worth a try when in Barcelona.Show less","Reviewed December 10, 2016",Date of visit: December 2016
50,Service par excellance,"We accidentally stumble in this place. We were looking for the Number 2 on the trip advisor list , however, it was close. We saw this Bar with people waiting In line. Immediately, we looked at their review. They were at number 18 out of 7000k plus restaurant. We decided to try and give it a chance. It is a small place, maybe 25 seating capacity --- however, no regrets. They were so friendly and make you feel important. Our attendant was KAREEN , she is awesome and very personable. She makes us feel at home and helped us with our choices of the best tapas. She also surprised us with the choice of Spanish Wine. Place is clean. Remember to bring cash though, they accept cash only (at least at the time of this review). Thank you again and hopefully this small, savy, quaint little place will grow and get big someday.Show less","Reviewed December 9, 2016",Date of visit: December 2016
